wavelength_nm,intensity
400.0,2000.0
400.17508754377184,2000.0
400.3501750875438,2000.0
400.5252626313156,2000.0
400.7003501750875,2000.0
400.8754377188594,2000.0
401.0505252626313,2000.0
401.22561280640315,2000.0
401.40070035017504,2000.0
401.575787893947,2000.0
401.75087543771883,2000.0
401.9259629814907,2000.0
402.1010505252626,2000.0
402.2761380690345,2000.0
402.45122561280635,2000.0
402.6263131565783,2000.0
402.80140070035014,2000.0
402.97648824412204,2000.0
403.1515757878939,2000.0
403.3266633316658,2000.0
403.5017508754377,2000.0
403.67683841920956,2000.0
403.8519259629815,2000.0
404.02701350675335,2000.0
404.20210105052524,2000.0
404.37718859429714,2000.0
404.55227613806903,2000.0
404.72736368184087,2000.0
404.9024512256128,2000.0
405.07753876938466,2000.0
405.25262631315655,2000.0
405.42771385692845,2000.0
405.60280140070034,2000.0
405.77788894447224,2000.0
405.9529764882441,2000.0
406.128064032016,2000.0
406.30315157578787,2000.0
406.47823911955976,2000.0
406.65332666333165,2000.0
406.82841420710355,2000.0
407.0035017508754,2000.0
407.17858929464734,2000.0
407.3536768384192,2000.0
407.52876438219107,2000.0
407.70385192596297,2000.0
407.87893946973486,2000.0
408.05402701350675,2000.0
408.2291145572786,2000.0
408.40420210105054,2000.0
408.5792896448224,2000.0
408.7543771885943,2000.0
408.92946473236617,2000.0
409.10455227613807,2000.0
409.2796398199099,2000.0
409.4547273636818,2000.0
409.62981490745375,2000.0
409.8049024512256,2000.0
409.9799899949975,2000.0
410.1550775387694,2000.0
410.33016508254127,2000.0
410.5052526263131,2000.0
410.68034017008506,2000.0
410.8554277138569,2000.0
411.0305152576288,2000.0
411.2056028014007,2000.0
411.3806903451726,2000.0
411.5557778889445,2000.0
411.7308654327163,2000.0
411.90595297648827,2000.0
412.0810405202601,2000.0
412.256128064032,2000.0
412.4312156078039,2000.0
412.6063031515758,2000.0
412.7813906953476,2000.0
412.9564782391196,2000.0
413.1315657828914,2000.0
413.3066533266633,2000.0
413.4817408704352,2000.0
413.6568284142071,2000.0
413.831915957979,2000.0
414.00700350175083,2000.0
414.1820910455228,2000.0
414.3571785892946,2000.0
414.5322661330665,2000.0
414.7073536768384,2000.0
414.8824412206103,2000.0
415.05752876438214,2000.0
415.2326163081541,2000.0
415.40770385192593,2000.0
415.5827913956978,2000.0
415.7578789394697,2000.0
415.9329664832416,2000.0
416.1080540270135,2000.0
416.28314157078535,2000.0
416.4582291145573,2000.0
416.63331665832914,2000.0
416.80840420210103,2000.0
416.9834917458729,2000.0
417.1585792896448,2000.0
417.33366683341666,2000.0
417.50875437718855,2000.0
417.6838419209605,2000.0
417.85892946473234,2000.0
418.03401700850424,2000.0
418.20910455227613,2000.0
418.384192096048,2000.0
418.55927963981986,2000.0
418.7343671835918,2000.0
418.90945472736365,2000.0
419.08454227113555,2000.0
419.25962981490744,2000.0
419.43471735867934,2000.0
419.60980490245123,2000.0
419.78489244622307,2000.0
419.959979989995,2000.0
420.13506753376686,2000.0
420.31015507753875,2000.0
420.48524262131065,2000.0
420.66033016508254,2000.0
420.8354177088544,2000.0
421.01050525262633,2000.0
421.18559279639817,2000.0
421.36068034017006,2000.0
421.53576788394196,2000.0
421.71085542771385,2000.0
421.88594297148575,2000.0
422.0610305152576,2000.0
422.23611805902954,2000.0
422.4112056028014,2000.0
422.58629314657327,2000.0
422.76138069034516,2000.0
422.93646823411706,2000.0
423.1115557778889,2000.0
423.28664332166085,2000.0
423.4617308654327,2000.0
423.6368184092046,2000.0
423.8119059529765,2000.0
423.98699349674837,2000.0
424.16208104052026,2000.0
424.3371685842921,2000.0
424.51225612806405,2000.0
424.6873436718359,2000.0
424.8624312156078,2000.0
425.0375187593797,2000.0
425.2126063031516,2000.0
425.3876938469234,2000.0
425.5627813906953,2000.0
425.73786893446726,2000.0
425.9129564782391,2000.0
426.088044022011,2000.0
426.2631315657829,2000.0
426.4382191095548,2000.0
426.6133066533266,2000.0
426.78839419709857,2000.0
426.9634817408704,2000.0
427.1385692846423,2000.0
427.3136568284142,2000.0
427.4887443721861,2000.0
427.663831915958,2000.0
427.8389194597298,2000.0
428.0140070035018,2000.0
428.1890945472736,2000.0
428.3641820910455,2000.0
428.5392696348174,2000.0
428.7143571785893,2000.0
428.88944472236113,2000.0
429.0645322661331,2000.0
429.2396198099049,2000.0
429.4147073536768,2000.0
429.58979489744866,2000.0
429.7648824412206,2000.0
429.9399699849925,2000.0
430.11505752876434,2000.0
430.2901450725363,2000.0
430.4652326163081,2000.0
430.64032016008,2000.0
430.8154077038519,2000.0
430.9904952476238,2000.0
431.16558279139565,2000.0
431.3406703351676,2000.0
431.51575787893944,2000.0
431.69084542271133,2000.0
431.86593296648323,2000.0
432.0410205102551,2000.0
432.216108054027,2000.0
432.39119559779886,2000.0
432.5662831415708,2000.0
432.74137068534264,2000.0
432.91645822911454,2000.0
433.09154577288643,2000.0
433.26663331665833,2000.0
433.44172086043017,2000.0
433.61680840420206,2000.0
433.79189594797396,2000.0
433.96698349174585,2000.0
434.14207103551774,2000.0
434.31715857928964,2000.0
434.49224612306153,2000.0
434.6673336668334,2000.0
434.8424212106053,2000.0
435.01750875437716,2000.0
435.19259629814906,2000.0
435.36768384192095,2000.0
435.54277138569284,2000.0
435.7178589294647,2000.0
435.89294647323663,2000.0
436.06803401700853,2000.0
436.24312156078037,2000.0
436.41820910455226,2000.0
436.59329664832416,2000.0
436.76838419209605,2000.0
436.9434717358679,2000.0
437.11855927963984,2000.0
437.2936468234117,2000.0
437.4687343671836,2000.0
437.6438219109554,2000.0
437.81890945472736,2000.0
437.99399699849926,2000.0
438.1690845422711,2000.0
438.34417208604305,2000.0
438.5192596298149,2000.0
438.6943471735868,2000.0
438.8694347173587,2000.0
439.04452226113057,2000.0
439.2196098049024,2000.0
439.39469734867436,2000.0
439.5697848924462,2000.0
439.7448724362181,2000.0
439.91995997999,2000.0
440.0950475237619,2000.0
440.2701350675338,2000.0
440.4452226113056,2000.0
440.62031015507756,2000.0
440.7953976988494,2000.0
440.9704852426213,2000.0
441.1455727863932,2000.0
441.3206603301651,2000.0
441.4957478739369,2000.0
441.6708354177088,2000.0
441.8459229614807,2000.0
442.0210105052526,2000.0
442.1960980490245,2000.0
442.3711855927964,2000.0
442.5462731365683,2000.0
442.7213606803401,2000.0
442.8964482241121,2000.0
443.0715357678839,2000.0
443.2466233116558,2000.0
443.4217108554277,2000.0
443.5967983991996,2000.0
443.77188594297144,2000.0
443.9469734867434,2000.0
444.1220610305153,2000.0
444.2971485742871,2000.0
444.472236118059,2000.0
444.6473236618309,2000.0
444.8224112056028,2000.0
444.99749874937464,2000.0
445.1725862931466,2000.0
445.34767383691843,2000.0
445.5227613806903,2000.0
445.69784892446216,2000.0
445.8729364682341,2000.0
446.048024012006,2000.0
446.22311155577785,2000.0
446.3981990995498,2000.0
446.57328664332164,2000.0
446.74837418709353,2000.0
446.9234617308654,2000.0
447.0985492746373,2000.0
447.27363681840916,2000.0
447.4487243621811,2000.0
447.62381190595295,2000.0
447.79889944972484,2000.0
447.97398699349674,2000.0
448.14907453726863,2000.0
448.3241620810405,2000.0
448.49924962481236,2000.0
448.6743371685843,2000.0
448.84942471235615,2000.0
449.02451225612805,2000.0
449.19959979989994,2000.0
449.37468734367184,2000.0
449.5497748874437,2000.0
449.72486243121557,2000.0
449.89994997498746,2000.0
450.07503751875936,2000.0
450.25012506253125,2000.0
450.42521260630315,2000.0
450.60030015007504,2000.0
450.7753876938469,2000.0
450.95047523761883,2000.0
451.12556278139067,2000.0
451.30065032516256,2000.0
451.47573786893446,2000.0
451.65082541270635,2000.0
451.8259129564782,2000.0
452.00100050025014,2000.0
452.17608804402204,2000.0
452.3511755877939,2000.0
452.52626313156577,2000.0
452.70135067533766,2000.0
452.87643821910956,2000.0
453.0515257628814,2000.0
453.22661330665335,2000.0
453.4017008504252,2000.0
453.5767883941971,2000.0
453.7518759379689,2000.0
453.92696348174087,2000.0
454.10205102551276,2000.0
454.2771385692846,2000.0
454.45222611305655,2000.0
454.6273136568284,2000.0
454.8024012006003,2000.0
454.9774887443722,2000.0
455.1525762881441,2000.0
455.3276638319159,2000.0
455.50275137568786,2000.0
455.6778389194597,2000.0
455.8529264632316,2000.0
456.0280140070035,2000.0
456.2031015507754,2000.0
456.3781890945473,2000.0
456.5532766383191,2000.0
456.72836418209107,2000.0
456.9034517258629,2000.0
457.0785392696348,2000.0
457.2536268134067,2000.0
457.4287143571786,2000.0
457.60380190095043,2000.0
457.7788894447223,2000.0
457.9539769884942,2000.0
458.1290645322661,2000.0
458.304152076038,2000.0
458.4792396198099,2000.0
458.6543271635818,2000.0
458.82941470735364,2000.0
459.0045022511256,2000.0
459.1795897948974,2000.0
459.3546773386693,2000.0
459.5297648824412,2000.0
459.7048524262131,2000.0
459.87993996998495,2000.0
460.0550275137569,2000.0
460.23011505752874,2000.0
460.40520260130063,2000.0
460.5802901450726,2000.0
460.7553776888444,2000.0
460.9304652326163,2000.0
461.10555277638815,2000.0
461.2806403201601,2000.0
461.45572786393194,2000.0
461.63081540770384,2000.0
461.8059029514757,2000.0
